Nandos_Menu_Task5 (1),34,Resp_062,MALE,49,Default,0,Left,1336.6586,0,Left,2068.2508,0,Left,2488.7915,0,Left,2103.6444,0,Left,2478.6688,0,Left,1580.0702,0,Left,1976.9021,0,Left,2792.5458,1,Right,1655.0858,0,Left,1706.8117,1,Right,2290.9957,1,Right,2222.6238,1,Right,2086.4183,1,Right,2327.1828,1,Right,3036.306,0,Left,1606.3584,0,Left,1166.9664,1,Right,2731.3279,1,Right,1547.9883,1,Right,1311.0661,1,Right,1853.7673,0,Left,2475.6376,1,Right,1685.6715,0,Left,1497.0034,0,Left,1954.6055,0,Left,2236.3031,0,Left,2204.3284,0,Left,1668.6689,0,Left,2630.9149,1,Right,2246.8796,0,Left,1364.226,0,Left,2240.8935,0,Left,1619.4241,1,Right,2071.3741,0,Left,2220.9031,1,Right,1298.8271,0,Left,2164.2177,0,Left,1518.5472,0,Left,1110.5262,1,Right,1534.0177,0,Left,2375.6435,1,Right,3044.9064,0,Left,2949.8797,0,Left,1957.3556,1,Right,1283.6476,1,Right,1133.9669,1,Right,2214.3184,1,Right,2303.8105,0,Left,2412.5845,0,Left,2390.6037,0,Left,3192.0781,0,Left,1668.5524,0,Left,1198.9715,1,Right,4678.9453,1,Right,2162.5508,0,Left,2823.1918,1,Right,3223.5126,1,Right,1533.8254,0,Left,1822.8195,0,Left,1662.0531,1,Right,1517.2154,0,Left,1216.1433,1,Right,2723.7583,0,Left,2757.6532,1,Right,990.6469,0,Left,2338.715,1,Right,1782.2063,0,Left,1978.447,1,Right,1202.2014,1,Right,1618.0323,0,Left,1842.4338
Nandos_Menu_Task5 (1),35,Resp_064,MALE,33,Default,0,Left,1576.8443,1,Right,2125.889,0,Left,1208.1892,0,Left,998.3295,0,Left,1256.1179,0,Left,1062.9487,0,Left,1319.9699,0,Left,1583.2009,0,Left,1651.926,0,Left,1231.0272,1,Right,1654.084,1,Right,1842.5127,1,Right,2260.3352,1,Right,1862.2759,0,Left,1928.867,0,Left,1855.4533,0,Left,1273.3004,0,Left,1013.296,1,Right,1123.8355,1,Right,1158.4585,0,Left,1450.8318,0,Left,1677.1823,0,Left,924.7473,0,Left,1523.6578,0,Left,1632.0671,0,Left,2731.6436,0,Left,1388.9921,0,Left,1214.9384,0,Left,2876.2727,1,Right,1578.7324,0,Left,1382.2707,1,Right,1753.4326,0,Left,1303.4953,1,Right,1522.0962,1,Right,2475.4435,1,Right,2608.6711,1,Right,1848.5636,1,Right,1904.3705,0,Left,1241.0578,1,Right,1554.9675,1,Right,1594.6587,0,Left,1767.5174,0,Left,1517.314,0,Left,1683.4588,1,Right,1824.1499,0,Left,1880.8854,1,Right,3093.1428,1,Right,1530.0132,1,Right,2424.3337,1,Right,1913.8184,1,Right,2074.9007,0,Left,1402.9519,1,Right,1386.2973,1,Right,2218.4949,0,Left,2744.9983,0,Left,1247.0447,1,Right,1636.8609,1,Right,1536.2204,0,Left,1546.7189,0,Left,1690.0952,1,Right,1791.0716,1,Right,1876.5232,1,Right,2466.8738,1,Right,1619.0502,1,Right,1592.8224,0,Left,1962.3328,1,Right,1594.9711,1,Right,1534.7994,1,Right,1599.6609,1,Right,1277.9931,1,Right,1785.2094
Nandos_Menu_Task5 (1),25,Resp_018,MALE,24,Default,0,Left,1953.1715,0,Left,1923.6371,0,Left,1536.35,0,Left,2613.535,0,Left,1759.3571,0,Left,2391.1555,0,Left,2680.6175,0,Left,1747.7478,0,Left,1719.4968,0,Left,1723.8394,0,Left,1575.5697,1,Right,3631.622,0,Left,2746.2789,0,Left,3156.7474,0,Left,2334.6975,0,Left,1710.9202,0,Left,1189.1212,0,Left,1547.8003,0,Left,1798.1019,0,Left,1812.1795,1,Right,3038.7297,0,Left,1349.505,0,Left,1484.1201,0,Left,1274.7809,0,Left,1569.1674,0,Left,1693.5215,0,Left,1787.1498,0,Left,1489.4121,0,Left,3023.0141,0,Left,1421.3067,0,Left,1340.6732,0,Left,2119.0646,0,Left,1073.0192,0,Left,1417.0346,0,Left,2054.6423,0,Left,2269.7516,0,Left,3610.9715,0,Left,4229.0963,0,Left,1184.1188,0,Left,1801.1366,0,Left,3154.2562,0,Left,3006.1864,0,Left,1944.5277,0,Left,2736.7687,1,Right,2999.7367,0,Left,1535.5366,0,Left,2544.1362,0,Left,1989.8462,0,Left,3113.3838,1,Right,3562.8099,0,Left,2497.5088,0,Left,3270.5662,0,Left,2770.0587,0,Left,2029.5412,0,Left,2686.248,0,Left,1846.7282,0,Left,5422.8684,0,Left,2988.1852,0,Left,1742.52,0,Left,1797.6803,1,Right,2614.4556,0,Left,936.6072,0,Left,1329.8082,0,Left,1312.951,1,Right,3240.7433,0,Left,2154.6431,0,Left,2227.7208,0,Left,1363.0593,0,Left,1949.8553,0,Left,1845.469,0,Left,2547.2702
Nandos_Menu_Task5 (1),26,Resp_020,MALE,36,Default,0,Left,957.7332,0,Left,1943.9948,0,Left,2402.4457,0,Left,1941.5054,0,Left,4781.3553,0,Left,1262.7696,0,Left,1503.8818,0,Left,2776.655,1,Right,2038.1476,0,Left,2649.4369,1,Right,3634.3268,0,Left,3143.9316,1,Right,1693.1381,0,Left,1570.4391,0,Left,2482.3365,0,Left,2835.5307,0,Left,1586.4585,1,Right,3646.1626,1,Right,1959.7569,0,Left,1845.6088,1,Right,3645.9732,0,Left,2077.0257,0,Left,3493.9957,0,Left,1622.1896,0,Left,2124.2164,0,Left,2074.422,0,Left,4023.6151,0,Left,928.2923,0,Left,1940.9461,1,Right,2169.4922,0,Left,2204.4884,0,Left,1910.0848,0,Left,3012.5738,0,Left,1442.1643,0,Left,1763.4809,0,Left,2098.4998,0,Left,2936.5112,0,Left,2891.1685,0,Left,1430.1757,1,Right,1746.6754,1,Right,2539.8857,0,Left,2884.1231,0,Left,2842.0518,0,Left,4036.3836,1,Right,3610.4644,1,Right,729.3044,0,Left,1300.6699,0,Left,3624.2552,0,Left,4043.7691,1,Right,3900.7297,0,Left,2278.7186,0,Left,2260.5505,0,Left,4308.0427,0,Left,5796.7157,0,Left,2140.2718,0,Left,3555.1124,1,Right,6727.6873,1,Right,1377.9735,0,Left,1831.1768,0,Left,2902.8454,1,Right,4366.9084,0,Left,1096.2407,1,Right,5826.5862,0,Left,1561.5913,1,Right,5252.2402,0,Left,1661.6258,1,Right,6007.271,0,Left,3481.8351,0,Left,4354.252,1,Right,4082.4933,0,Left,2613.6478
Nandos_Menu_Task5 (1),28,Resp_066,MALE,22,Default,0,Left,15187.2817,0,Left,7625.4912,0,Left,2846.7053,0,Left,2511.4824,0,Left,6407.7517,1,Right,1691.3743,0,Left,2117.9161,0,Left,1862.8766,0,Left,2455.8691,0,Left,2666.6522,1,Right,2354.002,1,Right,2745.7872,1,Right,3252.5715,0,Left,17087.6308,1,Right,6092.0337,1,Right,1910.0271,0,Left,2006.1373,1,Right,4141.6089,1,Right,10770.5256,0,Left,5180.5929,1,Right,2202.1441,0,Left,2787.7834,0,Left,1673.144,0,Left,6066.5914,0,Left,4426.4155,0,Left,4502.7375,0,Left,4129.9795,0,Left,1394.5283,0,Left,2309.6126,1,Right,2916.1661,0,Left,1994.5272,0,Left,2920.64,0,Left,5216.158,1,Right,4245.0595,0,Left,5180.5789,1,Right,2777.2092,0,Left,7267.0257,0,Left,2023.4376,0,Left,2642.8308,0,Left,3351.2991,1,Right,5116.9219,0,Left,2372.4669,0,Left,2988.7582,1,Right,8780.4197,1,Right,1889.3579,1,Right,9260.6556,1,Right,4216.2932,1,Right,2347.9841,0,Left,4952.108,1,Right,13398.269,0,Left,7633.2095,0,Left,1430.8421,1,Right,4406.5274,1,Right,5715.0713,0,Left,5434.0719,0,Left,2315.1495,0,Left,8798.4317,1,Right,17428.361,0,Left,2310.548,0,Left,1761.9339,0,Left,3869.135,1,Right,3049.6681,1,Right,1792.4112,0,Left,1890.4157,1,Right,1962.5411,0,Left,2193.5329,0,Left,18458.1321,1,Right,3843.9577,1,Right,8173.8796,1,Right,3393.7342,0,Left,3073.407
Nandos_Menu_Task5 (1),43,Resp_044,FEMALE,40,Default,0,Left,1428.303,0,Left,2035.0713,0,Left,3180.6578,1,Right,2328.8314,0,Left,3543.5858,0,Left,1716.2478,0,Left,4084.3848,0,Left,1543.08,0,Left,2270.4541,0,Left,1497.3398,1,Right,1779.5248,1,Right,2525.606,1,Right,1813.2681,1,Right,3151.8558,0,Left,1606.9244,0,Left,2010.7465,0,Left,1405.9804,1,Right,2528.9367,1,Right,1522.4828,0,Left,1850.7798,1,Right,1858.6726,0,Left,1390.9615,1,Right,1973.0559,0,Left,1684.3556,0,Left,2080.305,0,Left,1991.6729,0,Left,1942.8231,0,Left,1272.0773,0,Left,1989.3768,0,Left,2581.2998,0,Left,1870.0141,0,Left,2362.5813,0,Left,1956.3574,0,Left,1686.6415,0,Left,4271.9514,0,Left,1573.8115,0,Left,1980.6235,0,Left,3081.4791,0,Left,1702.6457,1,Right,1477.8864,1,Right,3189.8685,1,Right,3333.5007,0,Left,1898.928,0,Left,1581.641,1,Right,1672.2862,0,Left,1587.6219,0,Left,1623.7343,1,Right,1948.3639,0,Left,1864.8682,1,Right,3064.9219,0,Left,2837.5653,0,Left,1717.731,1,Right,2419.5289,1,Right,3170.5376,0,Left,2814.4765,0,Left,3965.4134,1,Right,3863.3431,1,Right,2006.9043,0,Left,1765.9877,0,Left,1065.4222,0,Left,2331.5408,0,Left,2872.8448,0,Left,1680.8726,0,Left,1439.484,0,Left,1751.199,0,Left,1707.4413,1,Right,2190.6436,1,Right,1948.075,0,Left,1987.1001,1,Right,3808.3637,0,Left,1697.9682
Nandos_Menu_Task5 (1),47,Resp_046,FEMALE,24,Default,0,Left,1342.1883,0,Left,1943.3324,0,Left,2890.319,0,Left,3955.2729,0,Left,3951.3126,0,Left,2619.8624,0,Left,2326.4144,0,Left,2972.1068,0,Left,2594.7705,0,Left,1714.9251,1,Right,2130.2826,1,Right,4613.557,0,Left,2320.6353,0,Left,4594.7116,0,Left,1899.8264,0,Left,2940.8062,0,Left,1646.706,1,Right,3726.6132,0,Left,4747.0197,0,Left,2483.264,0,Left,2701.9963,0,Left,3021.9408,1,Right,4169.0179,0,Left,1703.4466,0,Left,2209.5154,0,Left,3003.0616,0,Left,2797.9013,0,Left,2938.739,0,Left,2249.6986,0,Left,4756.2976,0,Left,1687.8778,0,Left,2132.7068,0,Left,3313.2135,0,Left,1837.9092,0,Left,2928.9095,0,Left,2063.471,0,Left,2236.5639,0,Left,2381.4063,0,Left,1818.0043,0,Left,1672.8721,0,Left,3694.7704,0,Left,5565.4538,0,Left,2229.8732,1,Right,3799.8535,1,Right,2990.2365,0,Left,3705.5846,1,Right,2043.538,1,Right,4174.3175,0,Left,3186.155,1,Right,3568.0195,1,Right,3314.489,0,Left,1942.5244,1,Right,2324.4365,1,Right,2574.6403,1,Right,4090.7622,0,Left,5706.5808,1,Right,8260.0459,1,Right,3464.7324,0,Left,1625.8162,0,Left,1571.9317,1,Right,3479.975,0,Left,2989.3536,1,Right,4828.9764,1,Right,5052.414,1,Right,2593.1041,0,Left,1958.4227,0,Left,4189.3588,0,Left,2566.9784,0,Left,2674.0522,0,Left,2782.7418,0,Left,3254.6839
Nandos_Menu_Task5 (1),38,Resp_048,FEMALE,45,Default,0,Left,2958.3469,0,Left,2050.6685,0,Left,4745.1818,1,Right,8611.0345,0,Left,2887.2789,0,Left,1797.6468,0,Left,3328.9502,0,Left,2093.3175,1,Right,4745.014,0,Left,1402.2349,1,Right,3254.2033,1,Right,4646.3059,1,Right,5006.0219,1,Right,6425.4606,0,Left,3235.8715,0,Left,2252.1746,0,Left,3210.5074,1,Right,8230.1339,1,Right,3822.329,0,Left,2970.0828,1,Right,6347.8806,0,Left,2560.6775,1,Right,6585.3447,0,Left,1871.3491,0,Left,3075.5667,0,Left,2895.8049,0,Left,2796.4173,0,Left,1540.1917,0,Left,2255.1755,0,Left,8531.0569,0,Left,1719.0847,0,Left,2703.8633,0,Left,3197.057,0,Left,2393.0451,0,Left,4023.7617,0,Left,2998.6583,0,Left,4549.214,1,Right,5971.5553,0,Left,1667.6404,1,Right,5074.3542,1,Right,5234.0086,0,Left,3523.6307,0,Left,2559.8161,0,Left,2706.1532,1,Right,5854.4408,0,Left,2043.8386,0,Left,2105.8678,0,Left,2299.534,0,Left,3572.0579,0,Left,4245.0322,0,Left,4187.2885,0,Left,2208.1219,1,Right,6326.9153,0,Left,2474.3268,0,Left,3507.4307,0,Left,2961.8038,1,Right,9169.7544,0,Left,2676.9416,0,Left,2653.8919,0,Left,2225.1453,1,Right,5196.609,0,Left,2030.4938,1,Right,3609.6641,0,Left,4452.0122,1,Right,3686.2686,0,Left,3634.5579,0,Left,2630.3645,0,Left,2928.7737,1,Right,4143.631,0,Left,2267.7475,0,Left,3419.4866
Nandos_Menu_Task5 (1),40,Resp_068,MALE,50,Default,0,Left,1701.4426,0,Left,1838.6796,0,Left,1516.9448,0,Left,5729.4684,1,Right,3846.0296,0,Left,1398.6332,0,Left,2500.3034,0,Left,1715.8435,1,Right,2894.2205,0,Left,1306.5053,1,Right,1436.301,1,Right,3658.9566,0,Left,3975.8892,1,Right,2379.3845,1,Right,3635.8414,0,Left,4776.6038,0,Left,1261.8795,0,Left,4980.6821,1,Right,4189.4379,0,Left,1713.3862,1,Right,1562.3384,0,Left,2045.3526,1,Right,4547.9945,0,Left,1899.1512,0,Left,1456.5017,0,Left,1586.7711,0,Left,5089.213,0,Left,1044.669,1,Right,2024.3698,1,Right,3413.8289,0,Left,1486.5086,0,Left,3270.3654,0,Left,2155.8657,1,Right,4055.404,0,Left,5101.0298,0,Left,1518.9216,1,Right,2710.0823,1,Right,4653.437,0,Left,1257.7605,0,Left,1831.2264,1,Right,4919.6198,0,Left,1707.8318,0,Left,1558.1478,0,Left,1591.2357,1,Right,1527.0798,0,Left,1860.334,0,Left,2857.3129,0,Left,2005.3778,0,Left,2895.684,1,Right,2822.1579,0,Left,4255.0453,0,Left,2001.5716,1,Right,2156.6179,1,Right,4049.155,0,Left,2403.2599,1,Right,7294.6498,0,Left,3774.492,1,Right,1581.0101,0,Left,2395.9257,0,Left,3239.8689,1,Right,2154.5411,0,Left,2046.5121,1,Right,3453.2549,0,Left,2088.6703,1,Right,4151.3421,0,Left,2989.0996,0,Left,2446.046,1,Right,2271.8551,1,Right,2554.2972,0,Left,2926.3937,0,Left,3327.4926
Nandos_Menu_Task5 (1),54,Resp_024,MALE,33,Default,0,Left,1665.9066,0,Left,3298.4927,0,Left,1705.7012,0,Left,4983.1856,0,Left,6740.4188,0,Left,2326.7892,0,Left,2471.509,0,Left,1669.6034,0,Left,2000.9743,0,Left,1310.658,0,Left,3229.4632,0,Left,3953.485,0,Left,1993.3306,0,Left,2798.4776,0,Left,3320.489,0,Left,2958.3259,0,Left,1497.8275,0,Left,1890.4721,0,Left,2508.2069,0,Left,1695.6665,0,Left,2940.195,0,Left,2489.2807,0,Left,2434.315,0,Left,1622.5165,0,Left,2658.5092,0,Left,1885.1363,0,Left,1885.4547,0,Left,1328.8384,0,Left,2389.9599,0,Left,2547.106,0,Left,1931.7223,0,Left,2722.3475,0,Left,1803.0842,0,Left,1638.7489,0,Left,2878.9253,0,Left,2767.7736,0,Left,2219.0757,0,Left,3106.914,0,Left,1548.8993,0,Left,1700.6367,0,Left,2287.6482,0,Left,2436.9425,0,Left,2052.123,0,Left,2313.7328,0,Left,1665.5115,0,Left,1682.3513,0,Left,3108.5608,0,Left,1971.1851,0,Left,4296.287,0,Left,1983.4551,0,Left,3530.97,0,Left,1598.2323,0,Left,1593.6081,0,Left,3779.1646,0,Left,2054.4012,0,Left,2480.5592,0,Left,3898.5267,0,Left,2722.8557,0,Left,1676.2055,0,Left,3874.5563,0,Left,2291.1583,0,Left,2922.0695,1,Right,3828.216,0,Left,2524.8179,1,Right,4561.0026,0,Left,1932.698,0,Left,2687.4824,0,Left,2102.4328,0,Left,1963.0499,0,Left,2171.7566,0,Left,2628.0951
Nandos_Menu_Task5 (1),55,Resp_026,MALE,34,Default,0,Left,1730.2665,0,Left,1736.2962,0,Left,1418.811,0,Left,3603.5341,0,Left,1483.711,0,Left,1320.9972,0,Left,1455.2751,0,Left,3466.4648,0,Left,2598.5949,0,Left,2127.5172,1,Right,2307.8526,0,Left,5286.4948,0,Left,3404.1433,0,Left,4267.629,0,Left,2025.0795,0,Left,2664.0989,0,Left,1129.615,0,Left,2011.4138,0,Left,2396.2612,0,Left,3150.4156,0,Left,2478.84,0,Left,1559.6872,0,Left,1666.0454,0,Left,1398.0003,0,Left,2139.7306,0,Left,2689.0723,0,Left,1923.7456,0,Left,2458.5174,0,Left,2076.0021,0,Left,1876.7053,0,Left,1783.7774,0,Left,2119.8343,0,Left,1511.1486,0,Left,1451.1015,0,Left,2401.2344,0,Left,1784.7854,0,Left,1596.4357,0,Left,2445.4726,0,Left,2731.0308,1,Right,8574.6601,0,Left,1794.3809,0,Left,2723.169,0,Left,1447.9904,0,Left,2409.3064,0,Left,2072.9033,0,Left,4183.5493,0,Left,2200.6633,1,Right,6171.1296,0,Left,2217.5024,0,Left,3551.226,0,Left,3273.2919,0,Left,1543.4268,0,Left,2505.2779,1,Right,4480.5292,0,Left,3715.8335,0,Left,2700.9942,1,Right,4163.7358,0,Left,2667.3527,0,Left,1896.0208,0,Left,1960.4599,0,Left,4745.0728,0,Left,2156.681,0,Left,1607.9808,0,Left,2010.0575,0,Left,2272.4697,0,Left,2137.826,0,Left,2554.5408,0,Left,2077.7317,0,Left,1404.5993,0,Left,3286.4446,0,Left,3322.7331
Nandos_Menu_Task5 (1),49,Resp_072,FEMALE,40,Default,0,Left,1342.6096,0,Left,1444.3638,0,Left,1316.5192,0,Left,1789.0463,0,Left,1840.95,0,Left,1917.0621,0,Left,2997.8245,0,Left,1705.263,1,Right,1643.126,0,Left,1261.7632,1,Right,1633.0781,0,Left,3339.3119,0,Left,2021.8702,0,Left,1953.1212,0,Left,1729.812,1,Right,3113.8075,0,Left,1431.7364,0,Left,2945.5703,1,Right,1959.6149,0,Left,2019.8996,0,Left,1912.3965,0,Left,3272.7421,1,Right,2371.2102,0,Left,1634.2485,0,Left,2206.9372,0,Left,2368.8612,0,Left,2133.7406,0,Left,966.1909,0,Left,1449.4842,0,Left,2187.8829,0,Left,1376.8251,0,Left,1544.583,0,Left,1687.7455,0,Left,1575.5425,0,Left,2597.3361,0,Left,1893.6199,0,Left,1181.2575,0,Left,2676.8716,0,Left,1341.2671,0,Left,1521.6031,0,Left,2348.7086,0,Left,1897.5171,0,Left,3382.6789,0,Left,2060.0636,0,Left,1942.9029,0,Left,1610.138,0,Left,1899.1266,1,Right,1991.6088,0,Left,2068.2743,1,Right,2297.5814,0,Left,3240.1988,0,Left,2101.3769,1,Right,2297.5578,1,Right,2608.923,0,Left,2407.446,0,Left,2481.9429,1,Right,4395.175,1,Right,2235.4084,0,Left,1889.6925,0,Left,1822.5235,0,Left,2031.5571,0,Left,2373.7279,1,Right,1885.809,0,Left,3757.2725,1,Right,1908.6439,0,Left,2268.8372,0,Left,2646.2472,0,Left,1611.4578,0,Left,2150.95,0,Left,2004.8431,0,Left,1672.1481
Nandos_Menu_Task5 (1),51,Resp_052,MALE,33,Default,0,Left,2102.7253,0,Left,2246.9203,0,Left,1789.5925,0,Left,3020.5572,1,Right,3388.8356,0,Left,1758.6633,0,Left,1509.5427,0,Left,1864.8044,1,Right,2071.2776,0,Left,1665.3012,1,Right,2160.2101,1,Right,5093.2926,1,Right,2141.6597,0,Left,2795.0627,1,Right,2084.5523,0,Left,1469.2827,0,Left,2314.3257,1,Right,2508.122,1,Right,2091.3656,0,Left,2247.8585,1,Right,1771.438,0,Left,2725.0777,0,Left,2600.5012,0,Left,2103.0445,0,Left,2052.471,0,Left,2838.1398,0,Left,1279.071,0,Left,1413.2163,0,Left,2075.7655,1,Right,2571.4687,0,Left,1367.1987,0,Left,2351.0012,0,Left,4032.8681,0,Left,2558.7746,1,Right,2628.3701,1,Right,1905.7071,1,Right,3365.1243,0,Left,2155.6214,0,Left,1792.261,0,Left,2115.9058,1,Right,3678.6918,1,Right,3545.3963,0,Left,4204.6397,0,Left,3132.7115,1,Right,2004.03,1,Right,2988.9892,1,Right,2339.963,0,Left,3292.1716,1,Right,3170.3218,1,Right,3774.1057,1,Right,3462.6008,0,Left,1902.7299,1,Right,3013.061,1,Right,3265.1998,0,Left,2637.3867,0,Left,2990.4862,0,Left,5460.1702,1,Right,2092.1024,0,Left,1869.3879,0,Left,1595.1093,1,Right,1756.993,0,Left,4592.1119,1,Right,1702.8889,1,Right,3389.68,1,Right,2104.9422,0,Left,4181.9954,0,Left,2945.4901,1,Right,2525.3593,1,Right,2405.6709,1,Right,2838.6653,1,Right,3112.459
Nandos_Menu_Task5 (1),52,Resp_070,MALE,47,Default,0,Left,1134.4063,0,Left,1607.4825,0,Left,2525.4901,0,Left,2453.624,1,Right,7230.3082,0,Left,1822.0318,0,Left,1768.7506,0,Left,1687.153,1,Right,1663.0323,0,Left,1673.0386,0,Left,2486.3842,0,Left,1400.5808,0,Left,4855.6409,0,Left,3301.7274,0,Left,2918.5969,0,Left,1869.1537,0,Left,1021.4832,0,Left,3554.2715,0,Left,1952.2865,0,Left,2526.6299,1,Right,3812.5192,0,Left,1947.787,0,Left,1839.7922,0,Left,1780.753,0,Left,1750.3337,0,Left,2233.2067,0,Left,2529.3906,0,Left,1410.8429,0,Left,1577.1909,0,Left,2594.0572,0,Left,1203.0953,0,Left,1993.562,0,Left,2122.3333,0,Left,1819.3326,0,Left,2276.0434,0,Left,1901.4217,1,Right,3407.2055,0,Left,3953.8586,0,Left,1387.1291,1,Right,5392.7488,1,Right,3698.9026,0,Left,1595.0128,0,Left,1514.1285,0,Left,2004.5432,1,Right,3001.9217,0,Left,2276.9496,1,Right,2546.5254,0,Left,1476.0074,1,Right,5542.9117,1,Right,3715.6121,0,Left,3495.6313,0,Left,1426.6873,1,Right,2539.3678,1,Right,3286.7091,0,Left,3593.9842,1,Right,3168.2232,1,Right,7389.1371,1,Right,3134.6102,0,Left,1218.161,0,Left,1126.4781,0,Left,2213.9409,0,Left,1921.1928,0,Left,2099.0454,0,Left,1805.9295,0,Left,2973.873,0,Left,2869.0932,1,Right,1865.774,1,Right,3314.7658,0,Left,2286.6335,1,Right,3724.1563,0,Left,1626.6325
