,file,resp_id_old,subset_old,Slide13 Current2_RT,Slide13 Current2_AOISelected,Slide13 Current2_AOIAccuracy,Slide13 Current2_FixationCount,Slide22 Item1_RT,Slide22 Item1_AOISelected,Slide22 Item1_AOIAccuracy,Slide22 Item1_FixationCount,Slide24 Item2_RT,Slide24 Item2_AOISelected,Slide24 Item2_AOIAccuracy,Slide24 Item2_FixationCount,Slide26 Item3_RT,Slide26 Item3_AOISelected,Slide26 Item3_AOIAccuracy,Slide26 Item3_FixationCount,Slide28 Item4_RT,Slide28 Item4_AOISelected,Slide28 Item4_AOIAccuracy,Slide28 Item4_FixationCount,Slide30 Item5_RT,Slide30 Item5_AOISelected,Slide30 Item5_AOIAccuracy,Slide30 Item5_FixationCount,Slide8 Current1_RT,Slide8 Current1_AOISelected,Slide8 Current1_AOIAccuracy,Slide8 Current1_FixationCount,Slide13 NewF2_RT,Slide13 NewF2_AOISelected,Slide13 NewF2_AOIAccuracy,Slide13 NewF2_FixationCount,Slide8 NewF1_RT,Slide8 NewF1_AOISelected,Slide8 NewF1_AOIAccuracy,Slide8 NewF1_FixationCount,Slide13 NewU2_RT,Slide13 NewU2_AOISelected,Slide13 NewU2_AOIAccuracy,Slide13 NewU2_FixationCount,Slide8 NewU1_RT,Slide8 NewU1_AOISelected,Slide8 NewU1_AOIAccuracy,Slide8 NewU1_FixationCount
0,001_Resp_001.csv,1,Nandos_Menu_Current_Subset1,35222.7065,Item_98,3,,13950.7355,Item_16,3,,25601.3658,Item_17,3,,10768.3919,Item_60,3,,6972.9638,Item_10,3,,4008.7349,Item_30,2,,21956.3804,Item_86 dwelled on; Item_31 dwelled on; Item_86 dwelled on (1); Item_31 dwelled on (1),2,,,,,,,,,,,,,,,,,
1,001_Resp_002 (3).csv,2,Nandos_Menu_Current_Subset1,15553.3794,Item_92,4,31,21159.1792,Item_03,4,61,18592.4763,Item_73,4,54,18139.757,Item_51,4,47,6998.6281,Item_70,4,16,6657.8013,Item_46,4,16,51731.0985,Item_32,4,118,,,,,,,,,,,,,,,,
2,001_Resp_012.csv,12,Nandos_Menu_Current_Subset1_2 (1),50564.299,Item_102,3,77,5142.7997,Item_16,4,11,12796.815,Item_73,4,32,54949.7195,Item_42,3,98,5794.074,Item_10,3,16,2938.0503,Item_30,4,8,61399.9288,Heading_03,4,133,,,,,,,,,,,,,,,,
3,001_Resp_030.csv,30,Nandos_Menu_Current_Subset1_2,36220.9461,Item_70,4,73,4639.1478,Item_17,4,11,48634.9793,Heading_02,3,128,35167.3536,Item_23,3,82,4152.259,Item_70,4,13,2377.8544,Item_104,4,3,47650.7115,Item_55,4,136,,,,,,,,,,,,,,,,
4,001_Resp_032.csv,32,Nandos_Menu_NewFunctional_Subset2,,,,,14804,Item_09,4,41,5910,Item_17,4,18,3166,Item_61,4,5,3537,Item_47,4,9,4299,Item_46,4,12,,,,,14781,Item_48,4,31,54743,Item_35,4,120,,,,,,,,
5,001_Resp_036.csv,36,Nandos_Menu_NewFunctional_Subset2_2 (1),,,,,20238.451,Item_09,4,56,12310.81,Item_44,4,30,10670.6967,Item_83,3,26,6132.8724,Item_47,4,18,7980.9926,Item_46,3,22,,,,,75262.1877,Item_46,4,121,101432.1809,Item_28,4,220,,,,,,,,
6,001_Resp_055.csv,55,Nandos_Menu_NewFunctional_Subset2_2,,,,,43144.6432,Item_65,4,110,9409.4447,Item_17,3,28,7284.7228,Item_32,4,23,9949.9798,Item_10,4,29,5636.2945,Item_30,3,15,,,,,31816.932,Item_26,4,66,71313.1848,Item_42,4,176,,,,,,,,
7,001_Resp_062.csv,62,Nandos_Menu_NewUnique_Subset3_2 (1),,,,,27531.4895,Item_41,4,74,21933.5983,Item_17,4,59,12856.7248,Heading_33,4,31,11172.2974,Item_10,3,30,18162.6676,Item_46,4,43,,,,,,,,,,,,,28419.2256,Item_93,3,53,76002.1869,Item_61,4,200
8,001_Resp_090.csv,90,Nandos_Menu_NewUnique_Subset3_2,,,,,30995.0243,Item_41,4,99,16686.2631,Item_17,4,51,88900.4467,Item_23,4,237,6532.6772,Item_10,4,16,13380.9345,Item_30,4,38,,,,,,,,,,,,,30082.4977,Item_26,4,68,46235.9133,Item_17,3,115
9,002_Resp_004 (3).csv,4,Nandos_Menu_Current_Subset1,49324.9974,Item_109,3,106,64656.1395,Item_73,4,142,27331.9272,Item_17,4,73,95559.4052,Item_61,4,237,7161.7896,Item_10,4,18,19468.8714,Item_46,3,28,158919.3066,Item_06,4,296,,,,,,,,,,,,,,,,
10,002_Resp_014.csv,14,Nandos_Menu_Current_Subset1_2 (1),34056.2092,Heading_15,3,96,2852.7457,,2,,3394.882,Item_17,3,12,47749.3367,Visual_04,3,38,4297.5773,Heading_10,4,9,5573.9779,Item_26,3,7,92308.9807,Item_23,4,219,,,,,,,,,,,,,,,,
11,002_Resp_022.csv,22,Nandos_Menu_Current_Subset1_2,85931.8247,Item_91,4,191,15351.2,Item _72,3,37,74621.3246,Item_57 dwelled on; Item_57 dwelled on (1),4,194,12034.5724,Visual_03,3,40,7407.2342,Item_47,4,23,3395.9842,Visual_15,4,10,223741.0799,Item_11 dwelled on; Item_11 dwelled on (1),3,443,,,,,,,,,,,,,,,,
12,002_Resp_031.csv,31,Nandos_Menu_NewFunctional_Subset2,,,,,66228,Item_09,4,198,10095,Item_17,4,34,7852,Item_61,4,26,13297,Item_10,4,37,13762,Item_30,4,48,,,,,22261,Item_88,4,53,35382,InfoHowtoNando's,3,103,,,,,,,,
13,002_Resp_038.csv,38,Nandos_Menu_NewFunctional_Subset2_2 (1),,,,,4034.1145,Item_09,4,10,5349.644,Item_17,3,13,12997.422,Item_61,4,39,5737.4742,Item_47,3,15,4091.6105,Item_30,4,11,,,,,12105.9463,Item_88,4,31,78438.7737,Item_37,4,226,,,,,,,,
14,002_Resp_053.csv,53,Nandos_Menu_NewFunctional_Subset2_2,,,,,9798.9512,Item_09,4,33,9543.1009,Item_17,4,25,8146.4071,Item_65,3,23,11831.4124,Item_10,3,35,3571.8408,Item_30,4,9,,,,,45895.0874,Item_26,4,81,74337.1858,Item_21,4,179,,,,,,,,
15,002_Resp_064.csv,64,Nandos_Menu_NewUnique_Subset3_2 (1),,,,,37172.8155,Item_41,4,69,23578.9687,Item_40,3,48,97852.0683,Item_42,4,91,4843.3253,Item_47,4,11,9437.5305,Item_30,4,25,,,,,,,,,,,,,48652.9527,Item_92,4,94,62089.455,Item_44,4,143
16,002_Resp_088.csv,88,Nandos_Menu_NewUnique_Subset3_2,,,,,,,,,33177.52,Item_17,4,70,19903.6326,Item_32,4,53,8958.5597,Item_10,4,16,10871.3196,Item_46,3,23,,,,,,,,,,,,,49575.1936,Item_46,3,126,141254.3384,Item_17,4,320
17,003_Resp_006 (3).csv,6,Nandos_Menu_Current_Subset1,,,,,28479.0846,Item_74,3,21,7262.4763,Item_03,4,16,32570.361,Visual_03,3,16,5785.1189,Item_70,4,19,4191.6719,,2,,36277.2713,Item_15,3,68,,,,,,,,,,,,,,,,
18,003_Resp_016.csv,16,Nandos_Menu_Current_Subset1_2 (1),16106.3146,Item_59,4,45,24518.5085,Item_73,4,84,68879.4472,Item_17,4,222,72340.1686,Item_84,3,221,3185.904,Item_47,4,10,2387.3752,Item_46,4,9,75242.6379,Item_83,4,227,,,,,,,,,,,,,,,,
19,003_Resp_019.csv,19,Nandos_Menu_Current_Subset1_2,20300.7231,Item_26,3,35,19885.0097,Item_74,4,52,9605.4013,Item_06,4,30,21007.7223,Item_53,4,57,7352.9635,Item_10,4,16,5919.7134,Item_26,4,12,68459.7506,Item_69 dwelled on; Item_69 dwelled on (1),3,172,,,,,,,,,,,,,,,,
20,003_Resp_040.csv,40,Nandos_Menu_NewFunctional_Subset2_2 (1),,,,,29738.0325,Item_23,3,51,9054.7444,,3,1,3706.9754,,2,,6825.7578,Visual_18,3,1,45452.8714,Item_26,4,45,,,,,35654.6819,Heading_27,4,86,102042.7125,Item_41,4,212,,,,,,,,
21,003_Resp_051.csv,51,Nandos_Menu_NewFunctional_Subset2_2,,,,,42686.1188,Item_32,4,93,24054.0744,Item_40,3,28,20731.3161,Item_42,3,37,18880.1301,Item_48,4,33,12475.673,Item_47,3,18,,,,,83665.3141,Item_70,4,179,198122.8014,Item_55,4,458,,,,,,,,
22,003_Resp_066.csv,66,Nandos_Menu_NewUnique_Subset3_2 (1),,,,,24775.6932,Item_41,4,54,18510.9613,Item_02,4,46,71559.4906,Item_61,4,170,5107.927,Item_47,4,10,3826.3644,Item_26,4,7,,,,,,,,,,,,,20605.6624,Heading_10,4,45,35934.6167,Item_11,4,79
23,003_Resp_089.csv,89,Nandos_Menu_NewUnique_Subset3_2,,,,,25304.2075,Item_41,4,83,14469.2636,Item_15,4,37,23289.7837,Item_114,4,62,10067.8384,Item_10,4,23,16942.4283,InfoAddDrink_00,3,37,,,,,,,,,,,,,50083.1952,Item_26,4,101,93908.7859,Item_09,4,247
24,004_Resp_009.csv,9,Nandos_Menu_Current_Subset1_2,89067.9547,Item_106,4,169,7939.2467,Item_17,3,23,14594.8474,Item_17,4,38,41772.1961,Item_78,3,99,6894.2265,Item_10,4,18,4643.4146,Item_30,3,10,106092.5167,Item_15,4,285,,,,,,,,,,,,,,,,
25,004_Resp_010 (3).csv,10,Nandos_Menu_Current_Subset1,16925.2591,Item_98,4,37,13067.8902,Item_73,4,27,,,,,61147.5715,Item_78,4,167,,,,,,,,,18932.6159,Item_15,3,38,,,,,,,,,,,,,,,,
26,004_Resp_018.csv,18,Nandos_Menu_Current_Subset1_2 (1),43746.5358,Heading_13,4,68,16975.1228,Item_17,4,48,16613.0508,Item_17,4,48,20824.1274,Item_53,3,48,4153.0682,Item_10,4,8,4289.7741,Item_46,4,11,188695.8588,Item_55,4,342,,,,,,,,,,,,,,,,
27,004_Resp_042.csv,42,Nandos_Menu_NewFunctional_Subset2_2 (1),,,,,3727.3032,Item_41,4,5,37030.022,Item_17,4,108,11829.6795,Item_20,4,31,4694.9482,Item_47,4,11,15402.0578,Item_30,4,48,,,,,20149.5277,Item_115,3,43,77593.6285,Heading_20,3,236,,,,,,,,
28,004_Resp_049.csv,49,Nandos_Menu_NewFunctional_Subset2_2,,,,,230015.5856,Item_41,4,501,36584.6475,Item_17,4,89,17621.9952,Item_61,3,39,14313.4923,Item_10,4,27,6015.3133,Item_46,3,20,,,,,28943.5138,Iterm_58,4,47,75856.1784,Heading_08,4,157,,,,,,,,
29,004_Resp_068.csv,68,Nandos_Menu_NewUnique_Subset3_2 (1),,,,,94799.1454,Item_41,4,223,29059.8084,Item_16,4,58,7826.1282,Item_61,3,13,23835.0777,Item_10,4,46,4244.2097,Item_46,4,5,,,,,,,,,,,,,53418.173,Visual_19,3,86,40731.1635,Item_68,4,98
30,004_Resp_087.csv,87,Nandos_Menu_NewUnique_Subset3_2,,,,,39016.3303,Item_09,4,94,27744.4205,Item_17,4,82,28468.9338,Item_61,3,73,7824.09,Item_10,4,13,6000.9591,Item_30,4,13,,,,,,,,,,,,,39373.5889,Item_92,4,87,80169.4543,Item_51,4,195
31,005_Resp_007 (3).csv,7,Nandos_Menu_Current_Subset1,200718.054,Item_109,3,342,180124.0103,Item_17,4,259,89303.3248,Item_06,3,139,34447.7608,Item_51,4,44,15482.6329,Item_70,4,40,15024.7941,Item_30,4,26,164070.3832,Item_03,4,313,,,,,,,,,,,,,,,,
32,005_Resp_020.csv,20,Nandos_Menu_Current_Subset1_2 (1),57967.4774,Item_96,4,108,14007.6439,Item_73,3,34,6665.284,Item_17,4,21,35522.927,Item_51,4,76,4881.862,Item_47,4,11,7607.8392,Item_30,4,23,116010.0361,Heading_09,4,273,,,,,,,,,,,,,,,,
33,005_Resp_029.csv,29,Nandos_Menu_Current_Subset1_2,46916.9298,Visual_14,4,116,9293.0889,Item_17,3,27,57942.6228,Item_17,3,159,56770.1522,Item_07,4,153,6411.9392,Item_70,4,20,4245.855,Item_46,3,12,118479.3737,InfoAddDrink_03,4,273,,,,,,,,,,,,,,,,
34,005_Resp_044.csv,44,Nandos_Menu_NewFunctional_Subset2_2 (1),,,,,5270.3646,Item_65,3,12,13772.0646,Item_06,4,44,32422.1715,Item_61,3,104,4870.1067,Item_47,3,9,4345.7518,Item_46,3,14,,,,,19921.525,Item_48,3,47,41301.002,Item_51,3,138,,,,,,,,
35,005_Resp_047.csv,47,Nandos_Menu_NewFunctional_Subset2_2,,,,,30962.725,Item_09,4,86,20610.3219,Item_17,4,49,103369.7142,Item_57,4,275,11935.4045,Item_10,4,28,3509.3025,Item_30,4,9,,,,,25212.6457,Item_30,4,46,64534.5821,Item_37,4,178,,,,,,,,
36,005_Resp_072.csv,72,Nandos_Menu_NewUnique_Subset3_2 (1),,,,,47204.7185,Item_65,4,122,171571.6291,Item_04,4,401,4347.8853,Heading_33,3,9,4888.6027,Item_10,4,16,2638.3312,Item_30,4,6,,,,,,,,,,,,,50438.6973,Item_91,4,114,152223.6699,Item_65,4,394
37,005_Resp_085.csv,85,Nandos_Menu_NewUnique_Subset3_2,,,,,7600.6083,Item_08,3,25,23143.3786,Item_17,4,67,6823.7001,Heading_33,3,25,8378.0944,Item_10,3,23,5934.9899,Item_30,3,15,,,,,,,,,,,,,29894.6844,Item_115,3,74,65318.2084,Item_20,3,167
38,006_Resp 024.csv,24,Nandos_Menu_Current_Subset1_2 (1),49991.9531,Item_18,4,107,16254.6382,Item_73,4,58,14744.8358,Item_17,4,43,9165.6456,Item_83,3,29,6102.5295,Item_47,4,16,3143.1751,Item_30,3,10,151823.8033,Item_39,3,419,,,,,,,,,,,,,,,,
39,006_Resp_003 (3).csv,3,Nandos_Menu_Current_Subset1,73189.9036,Heading_11,3,182,11641.2196,Item_74 dwelled on; Item_73,4,27,33283.1843,Item_17,4,87,67675.9458,Item_07,3,184,10626.5649,Item_47,4,36,6617.7614,Item_46,3,20,87440.9366,Item_87,4,240,,,,,,,,,,,,,,,,
40,006_Resp_027.csv,27,Nandos_Menu_Current_Subset1_2,29859.2611,InfoDelivery_10,3,78,8597.4348,Item_17,4,29,26761.678,Item_03,3,65,22540.83,Item_53,4,64,7682.7889,Item_10,4,27,28068.7147,Visual_15,4,78,107167.6369,Item_42,4,268,,,,,,,,,,,,,,,,
41,006_Resp_045.csv,45,Nandos_Menu_NewFunctional_Subset2_2,,,,,44951.3504,Iterm_22,4,82,23142.9248,Item_69,4,58,40118.6853,Item_42,4,88,9583.2846,Item_10,4,22,27694.3127,Item_30,4,58,,,,,55913.7091,Item_121,4,71,106347.5399,Item_61,3,200,,,,,,,,
42,006_Resp_046.csv,46,Nandos_Menu_NewFunctional_Subset2_2 (1),,,,,6181.4349,Item_41,4,21,6051.0839,Item_15,4,20,48034.348,Item_61,3,145,5122.1533,Item_10,4,13,16314.1311,Item_46,3,46,,,,,78934.2632,Item_46,4,161,261221.8016,Item_24,4,545,,,,,,,,
